Game,Rally,Player,Team,Space,Action,Errors,Nothing,Score
26,19.0,USA_2,USA,M,JS_0,,1.0,
26,19.0,USA_20,USA,2,B_0,,1.0,
15,19.0,ITA_5,ITA,L,JS_0,1.0,,
7,13.0,ITA_5,ITA,8,R_1,,1.0,
7,13.0,ITA_6,ITA,2,G_1,,1.0,
7,13.0,ITA_15,ITA,1,At_0,,,1.0
7,13.0,FRA_14,FRA,Y,JS_0,,1.0,
7,13.0,FRA_9,FRA,2,D_0,1.0,,
10,7.0,NED_14,NED,Y,JS_0,1.0,,
11,34.0,NED_22,NED,2,D_0,,1.0,
11,34.0,NED_10,NED,6,D_0,1.0,,
11,34.0,ITA_6,ITA,3,D_0,,1.0,
11,34.0,ITA_15,ITA,5,G_0,,1.0,
11,34.0,ITA_16,ITA,3,A_0,,,1.0
11,34.0,NED_18,NED,8,R_0,,1.0,
11,34.0,NED_19,NED,2,G_0,,1.0,
11,34.0,NED_22,NED,2,A_0,,1.0,
11,34.0,ITA_15,ITA,L,FS_0,,1.0,
11,34.0,ITA_14,ITA,2,B_0,,1.0,
2,49.0,POL_14,POL,L,JS_0,1.0,,
22,21.0,USA_22,USA,8,R_0,,1.0,
22,21.0,USA_11,USA,1,G_0,,1.0,
22,21.0,USA_15,USA,5,A_0,,1.0,
22,21.0,BRA_16,BRA,M,JS_0,,1.0,
22,21.0,BRA_16,BRA,8,D_0,,1.0,
22,21.0,BRA_14,BRA,1,G_0,1.0,,
30,32.0,POL_17,POL,8,R_0,,1.0,
30,32.0,USA_8,USA,Y,JS_0,,1.0,
30,32.0,USA_20,USA,2,D_1,,1.0,
30,32.0,USA_11,USA,2,G_1,,1.0,
30,32.0,USA_8,USA,2,At_0,1.0,,
12,6.0,ITA_7,ITA,6,D_0,,1.0,
12,6.0,ITA_6,ITA,2,G_0,,1.0,
12,6.0,ITA_16,ITA,3,At_0,,1.0,
12,6.0,ITA_6,ITA,6,D_0,1.0,,
12,6.0,NED_18,NED,4,D_0,,1.0,
12,6.0,NED_2,NED,5,G_0,,1.0,
12,6.0,NED_14,NED,1,A_0,,,1.0
12,6.0,ITA_15,ITA,4,R_1,,1.0,
12,6.0,ITA_6,ITA,2,G_1,,1.0,
12,6.0,ITA_5,ITA,2,A_0,,1.0,
12,6.0,NED_7,NED,L,JS_0,,1.0,
12,6.0,NED_7,NED,5,D_0,,1.0,
6,39.0,FRA_17,FRA,4,R_0,,1.0,
6,39.0,FRA_11,FRA,1,G_0,,1.0,
6,39.0,FRA_17,FRA,1,A_0,,,1.0
6,39.0,ITA_6,ITA,Y,JS_0,,1.0,
6,39.0,ITA_19,ITA,3,B_0,1.0,,
21,21.0,BRA_9,BRA,7,R_0,,1.0,
21,21.0,BRA_1,BRA,4,G_0,,1.0,
21,21.0,BRA_9,BRA,1,A_0,,,1.0
21,21.0,USA_8,USA,M,JS_0,,1.0,
21,21.0,USA_15,USA,3,B_0,1.0,,
5,4.0,IRI_8,IRI,7,D_0,,1.0,
5,4.0,IRI_2,IRI,8,G_0,,1.0,
5,4.0,IRI_22,IRI,1,A_0,1.0,,
5,4.0,POL_16,POL,3,B_0,,,1.0
5,4.0,IRI_22,IRI,4,R_0,,1.0,
5,4.0,IRI_18,IRI,2,G_0,,1.0,
5,4.0,IRI_22,IRI,1,A_0,,1.0,
5,4.0,POL_7,POL,L,FS_0,,1.0,
5,4.0,POL_14,POL,8,D_0,,1.0,
5,4.0,POL_6,POL,3,G_0,,1.0,
5,4.0,POL_16,POL,1,A_0,,1.0,
9,28.0,ITA_7,ITA,4,D_0,,1.0,
9,28.0,ITA_6,ITA,2,G_0,,1.0,
9,28.0,ITA_19,ITA,1,A_0,,,1.0
9,28.0,NED_2,NED,6,D_0,1.0,,
9,28.0,ITA_7,ITA,8,R_0,,1.0,
9,28.0,ITA_15,ITA,4,G_0,,1.0,
9,28.0,ITA_16,ITA,1,At_0,,1.0,
9,28.0,NED_8,NED,L,JS_0,,1.0,
9,28.0,NED_2,NED,2,D_0,,1.0,
9,28.0,NED_8,NED,6,G_0,,1.0,
9,28.0,NED_14,NED,3,At_0,,1.0,
20,27.0,BRA_17,BRA,3,D_0,,1.0,
20,27.0,BRA_18,BRA,FZ,G_0,,1.0,
20,27.0,BRA_9,BRA,4,A_0,,1.0,
20,27.0,BRA_18,BRA,8,D_0,1.0,,
20,27.0,USA_8,USA,8,D_0,,1.0,
20,27.0,USA_11,USA,6,G_0,,1.0,
20,27.0,USA_2,USA,1,A_0,,,1.0
20,27.0,USA_2,USA,1,B_0,,1.0,
20,27.0,USA_22,USA,8,R_0,,1.0,
20,27.0,USA_11,USA,2,G_0,,1.0,
20,27.0,USA_20,USA,2,At_0,,1.0,
20,27.0,BRA_18,BRA,Y,JS_0,,1.0,
20,27.0,BRA_28,BRA,3,D_0,,1.0,
20,27.0,BRA_1,BRA,5,G_0,,1.0,
20,27.0,BRA_28,BRA,3,At_0,,1.0,
5,7.0,POL_6,POL,Y,JS_0,1.0,,
13,3.0,ITA_5,ITA,8,R_0,,1.0,
13,3.0,ITA_6,ITA,6,G_0,,1.0,
13,3.0,ITA_15,ITA,1,A_0,,,1.0
13,3.0,POL_6,POL,Y,JS_0,,1.0,
13,3.0,POL_16,POL,3,B_0,,1.0,
13,3.0,POL_17,POL,4,D_0,1.0,,
17,1.0,JAP_5,JAP,8,R_0,,1.0,
17,1.0,JAP_8,JAP,2,G_1,,1.0,
17,1.0,JAP_7,JAP,1,A_0,,,1.0
17,1.0,FRA_19,FRA,Y,JS_0,,1.0,
17,1.0,FRA_19,FRA,8,D_0,1.0,,
2,12.0,POL_17,POL,6,R_1,,1.0,
2,12.0,POL_19,POL,2,G_1,,1.0,
2,12.0,POL_16,POL,2,A_0,,,1.0
2,12.0,IRI_5,IRI,M,JS_0,,1.0,
2,12.0,IRI_22,IRI,8,D_0,1.0,,
22,17.0,USA_22,USA,8,R_0,,1.0,
22,17.0,USA_11,USA,2,G_0,,1.0,
22,17.0,USA_15,USA,6,A_0,,,1.0
22,17.0,BRA_18,BRA,Y,JS_0,,1.0,
22,17.0,BRA_17,BRA,8,D_0,1.0,,
17,36.0,JAP_1,JAP,3,D_0,1.0,,
17,36.0,JAP_12,JAP,5,R_1,,1.0,
17,36.0,JAP_9,JAP,3,G_1,,1.0,
17,36.0,JAP_1,JAP,3,A_0,,1.0,
17,36.0,FRA_11,FRA,Y,JS_0,,1.0,
17,36.0,FRA_19,FRA,1,B_0,,,1.0
3,9.0,POL_17,POL,8,R_0,,1.0,
3,9.0,POL_19,POL,3,G_0,,1.0,
3,9.0,POL_16,POL,2,A_0,1.0,,
3,9.0,IRI_22,IRI,Y,JS_0,,1.0,
10,24.0,NED_8,NED,3,D_1,,1.0,
10,24.0,NED_2,NED,2,G_0,,1.0,
10,24.0,NED_8,NED,3,A_0,,1.0,
10,24.0,NED_12,NED,8,D_0,1.0,,
10,24.0,ITA_6,ITA,6,D_0,,1.0,
10,24.0,ITA_5,ITA,6,D_0,,1.0,
10,24.0,ITA_15,ITA,1,A_0,,,1.0
10,24.0,NED_3,NED,7,R_0,,1.0,
10,24.0,NED_2,NED,5,G_0,,1.0,
10,24.0,NED_3,NED,1,A_0,,1.0,
10,24.0,ITA_19,ITA,L,FS_0,,1.0,
10,24.0,ITA_19,ITA,3,B_0,,1.0,
30,27.0,USA_22,USA,8,R_0,,1.0,
30,27.0,USA_11,USA,2,G_0,,1.0,
30,27.0,USA_5,USA,1,A_0,,,1.0
30,27.0,POL_10,POL,Y,JS_0,,1.0,
30,27.0,POL_10,POL,8,D_0,1.0,,
22,4.0,BRA_23,BRA,1,R_0,,1.0,
22,4.0,BRA_1,BRA,2,G_0,,1.0,
22,4.0,BRA_28,BRA,3,A_0,,,1.0
22,4.0,USA_11,USA,M,JS_0,,1.0,
22,4.0,USA_11,USA,5,D_0,1.0,,
17,33.0,JAP_12,JAP,6,R_1,,1.0,
17,33.0,JAP_9,JAP,2,G_1,,1.0,
17,33.0,JAP_6,JAP,2,A_0,,,1.0
17,33.0,FRA_14,FRA,Y,JS_0,,1.0,
17,33.0,FRA_17,FRA,4,D_0,1.0,,
29,4.0,USA_2,USA,9,R_0,,1.0,
29,4.0,USA_11,USA,2,G_0,,1.0,
29,4.0,USA_2,USA,2,A_0,,,1.0
29,4.0,POL_6,POL,Y,JS_0,,1.0,
29,4.0,POL_20,POL,2,B_0,1.0,,
26,1.0,FRA_4,FRA,3,A_0,,,1.0
26,1.0,USA_11,USA,5,D_0,1.0,,
26,1.0,FRA_17,FRA,7,R_0,,1.0,
26,1.0,FRA_11,FRA,3,G_0,,1.0,
26,1.0,FRA_4,FRA,3,A_0,,1.0,
26,1.0,USA_11,USA,Y,JS_0,,1.0,
26,1.0,USA_22,USA,7,D_0,,1.0,
26,8.0,FRA_2,FRA,4,D_0,,1.0,
26,8.0,FRA_17,FRA,FZ,D_0,1.0,,
26,8.0,USA_22,USA,4,D_1,,1.0,
26,8.0,USA_11,USA,2,G_1,,1.0,
26,8.0,USA_4,USA,1,A_0,,,1.0
26,8.0,FRA_1,FRA,5,R_0,,1.0,
26,8.0,USA_8,USA,Y,JS_0,,1.0,
26,8.0,USA_4,USA,2,A_0,,1.0,
24,28.0,FRA_9,FRA,4,R_1,,1.0,
24,28.0,FRA_11,FRA,3,G_1,,1.0,
24,28.0,FRA_17,FRA,2,A_0,,,1.0
24,28.0,UAS_20,UAS,M,JS_0,,1.0,
24,28.0,UAS_20,UAS,7,D_0,1.0,,
26,5.0,FRA_17,FRA,6,R_0,,1.0,
26,5.0,FRA_11,FRA,5,G_0,,1.0,
26,5.0,FRA_9,FRA,1,A_0,,1.0,
26,5.0,USA_20,USA,M,JS_0,,1.0,
26,5.0,USA_4,USA,3,B_0,1.0,,
29,31.0,POL_6,POL,3,D_0,,1.0,
29,31.0,POL_16,POL,2,D_0,,1.0,
29,31.0,POL_6,POL,1,A_0,,1.0,
29,31.0,POL_14,POL,2,D_0,,1.0,
29,31.0,POL_15,POL,FZ,D_0,,1.0,
29,31.0,POL_6,POL,3,D_0,,1.0,
29,31.0,USA_8,USA,8,R_0,,1.0,
29,31.0,USA_11,USA,2,G_0,,1.0,
29,31.0,USA_4,USA,2,At_0,,1.0,
29,31.0,POL_20,POL,1,B_0,,1.0,
29,31.0,POL_16,POL,1,D_0,,1.0,
29,31.0,POL_19,POL,1,G_0,,1.0,
29,31.0,POL_6,POL,2,A_0,,1.0,
29,31.0,POL_15,POL,8,D_0,1.0,,
29,31.0,USA_4,USA,2,B_0,,1.0,
29,31.0,USA_2,USA,2,B_0,,1.0,
29,31.0,POL_15,POL,Y,JS_0,,1.0,
29,31.0,USA_4,USA,2,A_0,,,1.0
29,31.0,USA_2,USA,2,B_0,,1.0,
29,31.0,USA_4,USA,3,B_0,,1.0,
29,31.0,USA_5,USA,6,D_0,,1.0,
29,31.0,USA_11,USA,2,G_0,,1.0,
29,31.0,USA_5,USA,3,A_0,,1.0,
29,31.0,POL_19,POL,2,D_0,,1.0,
29,31.0,POL_14,POL,6,G_0,,1.0,
29,31.0,POL_16,POL,1,A_0,,1.0,
29,31.0,POL_19,POL,6,D_0,,1.0,
1,24.0,IRI_5,IRI,Y,JS_0,1.0,,
2,23.0,IRI_2,IRI,8,R_1,,1.0,
2,23.0,IRI_18,IRI,2,G_0,,1.0,
2,23.0,IRI_22,IRI,1,A_0,,,1.0
2,23.0,POL_16,POL,M,JS_0,,1.0,
2,23.0,POL_6,POL,9,D_0,1.0,,
18,15.0,JAP_1,JAP,M,JS_0,1.0,,
1,43.0,IRI_2,IRI,8,R_1,,1.0,
1,43.0,IRI_1,IRI,8,G_1,,1.0,
1,43.0,IRI_17,IRI,3,At_0,,,1.0
1,43.0,POL_6,POL,Y,JS_0,,1.0,
1,43.0,POL_17,POL,4,D_0,1.0,,
15,24.0,POL_6,POL,3,D_0,,1.0,
15,24.0,POL_19,POL,3,D_0,,1.0,
15,24.0,POL_16,POL,2,A_0,,1.0,
15,24.0,ITA_14,ITA,1,B_0,,1.0,
15,24.0,ITA_5,ITA,FZ,D_0,,1.0,
15,24.0,ITA_6,ITA,3,G_0,,1.0,
15,24.0,ITA_15,ITA,1,A_0,,1.0,
15,24.0,POL_15,POL,5,R_0,,1.0,
15,24.0,POL_19,POL,1,G_0,,1.0,
15,24.0,POL_16,POL,3,A_0,,1.0,
15,24.0,ITA_5,ITA,8,D_0,,1.0,
15,24.0,ITA_16,ITA,6,G_0,,1.0,
15,24.0,ITA_15,ITA,1,A_0,,1.0,
15,24.0,POL_20,POL,1,B_0,1.0,,
15,24.0,ITA_6,ITA,4,D_0,,1.0,
15,24.0,ITA_7,ITA,5,D_0,,1.0,
15,24.0,ITA_15,ITA,1,A_0,,1.0,
15,24.0,POL_20,POL,8,B_0,,1.0,
15,24.0,POL_21,POL,2,D_0,,1.0,
15,24.0,POL_19,POL,3,G_0,,1.0,
15,24.0,POL_6,POL,3,At_0,,1.0,
15,24.0,ITA_16,ITA,L,JS_0,,1.0,
15,24.0,POL_17,POL,7,D_0,,1.0,
15,24.0,POL_20,POL,2,G_0,,1.0,
15,24.0,POL_16,POL,1,At_0,,1.0,
15,24.0,ITA_14,ITA,3,B_0,,1.0,
15,24.0,ITA_15,ITA,2,D_0,,1.0,
15,24.0,ITA_6,ITA,2,G_0,,1.0,
15,24.0,ITA_16,ITA,3,A_0,,,1.0
15,24.0,POL_20,POL,3,B_0,,1.0,
15,24.0,POL_19,POL,FZ,D_0,,1.0,
15,24.0,POL_21,POL,5,G_0,,1.0,
15,24.0,POL_6,POL,3,A_0,,1.0,
15,24.0,POL_20,POL,2,B_0,,1.0,
15,24.0,ITA_14,ITA,2,B_0,,1.0,
15,24.0,ITA_15,ITA,1,D_0,,1.0,
15,24.0,ITA_14,ITA,2,B_0,,1.0,
15,24.0,ITA_14,ITA,2,D_0,,1.0,
15,24.0,ITA_6,ITA,2,G_0,,1.0,
15,24.0,ITA_16,ITA,3,A_0,,1.0,
25,10.0,FRA_14,FRA,5,R_0,,1.0,
25,10.0,FRA_2,FRA,5,G_0,,1.0,
25,10.0,FRA_9,FRA,1,A_0,,,1.0
25,10.0,USA_4,USA,Y,FS_0,,1.0,
25,10.0,USA_8,USA,5,D_0,,1.0,
25,10.0,USA_18,USA,FZ,D_0,1.0,,
4,6.0,POL_20,POL,5,R_1,,1.0,
4,6.0,POL_19,POL,2,G_1,,1.0,
4,6.0,POL_20,POL,2,A_0,,,1.0
4,6.0,IRI_17,IRI,L,JS_0,,1.0,
4,6.0,IRI_2,IRI,8,D_0,1.0,,
29,28.0,POL_17,POL,8,R_1,,1.0,
29,28.0,POL_19,POL,2,G_1,,1.0,
29,28.0,POL_6,POL,1,A_0,,,1.0
29,28.0,USA_20,USA,M,JS_0,,1.0,
29,28.0,USA_11,USA,6,D_0,1.0,,
20,36.0,USA_8,USA,5,R_0,,1.0,
20,36.0,USA_11,USA,2,G_0,,1.0,
20,36.0,USA_8,USA,1,A_0,,,1.0
20,36.0,BRA_23,BRA,L,FS_0,,1.0,
20,36.0,BRA_11,BRA,8,D_0,1.0,,
22,19.0,USA_11,USA,1,B_0,1.0,,
22,19.0,USA_2,USA,5,R_0,,1.0,
22,19.0,USA_11,USA,2,G_0,,1.0,
22,19.0,USA_15,USA,6,A_0,,1.0,
22,19.0,BRA_16,BRA,M,JS_0,,1.0,
22,19.0,BRA_18,BRA,6,D_0,,1.0,
22,19.0,BRA_6,BRA,5,G_0,,1.0,
22,19.0,BRA_9,BRA,6,At_0,,,1.0
1,2.0,POL_14,POL,7,R_0,,1.0,
1,2.0,POL_19,POL,1,G_0,,1.0,
1,2.0,POL_6,POL,3,A_0,,,1.0
1,2.0,IRI_2,IRI,Y,JS_0,,1.0,
1,2.0,IRI_2,IRI,8,D_0,1.0,,
6,40.0,ITA_15,ITA,8,D_0,1.0,,
6,40.0,ITA_7,ITA,8,R_0,,1.0,
6,40.0,ITA_6,ITA,2,G_0,,1.0,
6,40.0,ITA_5,ITA,3,A_0,,1.0,
6,40.0,FRA_4,FRA,Y,JS_0,,1.0,
6,40.0,FRA_17,FRA,1,B_0,,1.0,
6,40.0,FRA_4,FRA,9,D_0,,1.0,
6,40.0,FRA_11,FRA,3,G_0,,1.0,
6,40.0,FRA_9,FRA,6,A_0,,,1.0
20,28.0,BRA_17,BRA,5,D_0,,1.0,
20,28.0,BRA_1,BRA,2,G_0,,1.0,
20,28.0,BRA_28,BRA,3,A_0,,,1.0
20,28.0,USA_8,USA,9,D_0,1.0,,
20,28.0,BRA_17,BRA,8,R_0,,1.0,
20,28.0,BRA_1,BRA,2,G_0,,1.0,
20,28.0,BRA_9,BRA,1,A_0,,1.0,
20,28.0,USA_20,USA,M,JS_0,,1.0,
20,28.0,USA_5,USA,3,B_0,,1.0,
12,2.0,NED_12,NED,8,R_0,,1.0,
12,2.0,NED_2,NED,3,G_0,,1.0,
12,2.0,NED_14,NED,3,At_0,1.0,,
12,2.0,ITA_6,ITA,M,JS_0,,1.0,
12,2.0,ITA_5,ITA,1,B_0,,,1.0
28,21.0,POL_14,POL,3,B_0,,,1.0
28,21.0,POL_16,POL,7,R_0,,1.0,
28,21.0,POL_19,POL,3,G_0,,1.0,
28,21.0,POL_6,POL,3,A_0,,1.0,
28,21.0,USA_8,USA,Y,JS_0,,1.0,
28,21.0,USA_20,USA,1,B_0,,1.0,
28,21.0,USA_11,USA,9,D_0,,1.0,
28,21.0,USA_8,USA,8,G_0,,1.0,
28,21.0,USA_2,USA,1,A_0,1.0,,
12,47.0,ITA_15,ITA,4,R_1,,1.0,
12,47.0,ITA_6,ITA,2,G_1,,1.0,
12,47.0,ITA_14,ITA,2,A_0,,,1.0
12,47.0,NED_22,NED,L,FS_0,,1.0,
12,47.0,NED_7,NED,D,D_0,1.0,,
23,20.0,USA_2,USA,1,D_0,1.0,,
23,20.0,USA_8,USA,8,R_0,,1.0,
23,20.0,USA_11,USA,5,G_0,,1.0,
23,20.0,USA_2,USA,1,A_0,,1.0,
23,20.0,FRA_9,FRA,Y,JS_0,,1.0,
23,20.0,FRA_1,FRA,3,B_0,,,1.0
7,29.0,ITA_15,ITA,7,R_0,1.0,,
7,29.0,FRA_17,FRA,M,JS_0,,,1.0
12,8.0,NED_7,NED,L,JS_0,1.0,,
13,36.0,ITA_18,ITA,8,R_0,,1.0,
13,36.0,ITA_5,ITA,6,D_0,,1.0,
13,36.0,ITA_15,ITA,1,A_0,,,1.0
13,36.0,POL_23,POL,M,JS_0,,1.0,
13,36.0,POL_16,POL,3,B_0,1.0,,
8,39.0,FRA_2,FRA,9,R_1,,1.0,
8,39.0,FRA_11,FRA,2,G_1,,1.0,
8,39.0,FRA_17,FRA,1,A_0,,,1.0
8,39.0,ITA_3,ITA,M,JS_0,,1.0,
8,39.0,ITA_14,ITA,3,B_0,,1.0,
8,39.0,ITA_5,ITA,1,D_0,1.0,,
25,26.0,FRA_8,FRA,6,D_0,1.0,,
25,26.0,USA_18,USA,Y,JS_0,,1.0,
25,26.0,USA_17,USA,6,R_0,,1.0,
25,26.0,USA_11,USA,2,G_0,,1.0,
25,26.0,USA_4,USA,3,A_0,,,1.0
1,11.0,IRI_22,IRI,Y,JS_0,1.0,,
14,27.0,POL_17,POL,8,R_1,,1.0,
14,27.0,POL_19,POL,2,G_1,,1.0,
14,27.0,POL_20,POL,2,A_0,1.0,,
14,27.0,ITA_16,ITA,L,JS_0,,1.0,
14,28.0,ITA_16,ITA,L,JS_0,1.0,,
4,30.0,POL_10,POL,5,R_0,,1.0,
4,30.0,POL_12,POL,2,G_0,,1.0,
4,30.0,POL_5,POL,3,A_0,,,1.0
4,30.0,IRI_18,IRI,L,FS_0,,1.0,
4,30.0,IRI_22,IRI,9,D_0,1.0,,
1,34.0,IRI_2,IRI,3,At_0,,,
1,34.0,IRI_2,IRI,3,B_0,1.0,,
1,34.0,POL_16,POL,1,B_0,,1.0,
1,34.0,POL_17,POL,4,D_0,,1.0,
1,34.0,POL_19,POL,2,G_0,,1.0,
1,34.0,POL_15,POL,1,A_0,,,1.0
1,34.0,IRI_8,IRI,8,R_0,,1.0,
1,34.0,IRI_17,IRI,5,G_0,,1.0,
1,34.0,IRI_2,IRI,3,A_0,,1.0,
1,34.0,POL_23,POL,M,JS_0,,1.0,
1,34.0,POL_23,POL,8,D_0,,1.0,
1,34.0,POL_17,POL,4,D_0,,1.0,
1,34.0,POL_15,POL,1,D_0,,1.0,
5,15.0,IRI_49,IRI,5,R_0,,1.0,
5,15.0,IRI_18,IRI,1,G_0,,1.0,
5,15.0,IRI_17,IRI,3,A_0,,,1.0
5,15.0,POL_19,POL,L,FS_0,,1.0,
5,15.0,POL_17,POL,7,D_0,1.0,,
6,29.0,ITA_5,ITA,4,D_0,1.0,,
6,29.0,ITA_7,ITA,6,R_0,,1.0,
6,29.0,ITA_6,ITA,3,G_0,,1.0,
6,29.0,ITA_16,ITA,6,At_0,,1.0,
6,29.0,FRA_11,FRA,Y,JS_0,,1.0,
6,29.0,FRA_4,FRA,2,D_0,,1.0,
6,29.0,FRA_11,FRA,2,G_1,,1.0,
6,29.0,FRA_9,FRA,1,A_0,,,1.0
28,37.0,USA_15,USA,Y,JS_0,1.0,,
24,31.0,FRA_11,FRA,Y,JS_0,1.0,,
19,10.0,USA_2,USA,4,D_0,1.0,,
19,10.0,USA_2,USA,7,R_0,,1.0,
19,10.0,USA_11,USA,2,G_0,,1.0,
19,10.0,USA_20,USA,2,A_0,,1.0,
19,10.0,BRA_12,BRA,M,JS_0,,1.0,
19,10.0,BRA_23,BRA,2,B_0,,1.0,
19,10.0,BRA_18,BRA,8,D_0,,1.0,
19,10.0,BRA_1,BRA,5,G_0,,1.0,
19,10.0,BRA_9,BRA,1,A_0,,,1.0
18,41.0,FRA_19,FRA,Y,JS_0,1.0,,
10,47.0,NED_3,NED,M,JS_0,1.0,,
2,42.0,IRI_17,IRI,L,JS_0,1.0,,
28,19.0,POL_14,POL,8,R_0,,1.0,
28,19.0,POL_19,POL,5,G_0,,1.0,
28,19.0,POL_16,POL,1,A_0,,1.0,
28,19.0,USA_11,USA,Y,JS_0,,1.0,
28,19.0,USA_8,USA,4,D_1,,1.0,
28,19.0,USA_11,USA,2,G_0,,1.0,
28,19.0,USA_8,USA,1,A_0,1.0,,
4,8.0,POL_17,POL,6,D_1,,1.0,
4,8.0,POL_19,POL,2,G_1,,1.0,
4,8.0,POL_6,POL,3,A_0,,1.0,
4,8.0,POL_19,POL,3,D_0,1.0,,
4,8.0,IRI_17,IRI,6,D_0,,1.0,
4,8.0,IRI_8,IRI,FZ,D_0,,1.0,
4,8.0,IRI_17,IRI,9,D_0,,1.0,
4,8.0,IRI_2,IRI,1,B_0,,,1.0
4,8.0,POL_20,POL,2,D_0,,1.0,
4,8.0,POL_6,POL,3,G_0,,1.0,
4,8.0,POL_16,POL,1,A_0,,1.0,
4,8.0,POL_14,POL,8,R_0,,1.0,
4,8.0,POL_17,POL,FZ,D_0,,1.0,
4,8.0,POL_16,POL,1,At_0,,1.0,
4,8.0,IRI_22,IRI,Y,JS_0,,1.0,
4,8.0,IRI_2,IRI,2,B_0,,1.0,
20,14.0,USA_5,USA,L,JS_0,1.0,,
16,1.0,FRA_14,FRA,2,B_0,,,1.0
16,1.0,JAP_6,JAP,7,D_0,1.0,,
16,1.0,FRA_19,FRA,8,R_0,,1.0,
16,1.0,FRA_11,FRA,1,G_0,,1.0,
16,1.0,FRA_14,FRA,1,A_0,,1.0,
16,1.0,JAP_5,JAP,Y,JS_0,,1.0,
16,1.0,JAP_20,JAP,4,D_0,,1.0,
16,1.0,JAP_7,JAP,4,G_0,,1.0,
16,1.0,JAP_1,JAP,3,A_0,,1.0,
8,24.0,ITA_3,ITA,M,JS_0,1.0,,
13,28.0,ITA_14,ITA,M,JS_0,1.0,,
28,22.0,USA_2,USA,1,B_0,,,1.0
28,22.0,USA_2,USA,4,R_0,,1.0,
28,22.0,USA_11,USA,FZ,G_0,,1.0,
28,22.0,USA_2,USA,1,At_0,,1.0,
28,22.0,POL_20,POL,L,JS_0,,1.0,
28,22.0,POL_6,POL,6,D_0,,1.0,
28,22.0,POL_19,POL,2,G_0,,1.0,
28,22.0,POL_6,POL,2,A_0,1.0,,
30,4.0,POL_16,POL,4,R_0,,1.0,
30,4.0,POL_19,POL,2,G_1,,1.0,
30,4.0,POL_20,POL,2,A_0,,,1.0
30,4.0,USA_4,USA,Y,FS_0,,1.0,
30,4.0,USA_20,USA,2,B_0,1.0,,
19,45.0,USA_2,USA,4,D_0,1.0,,
19,45.0,USA_8,USA,9,R_0,,1.0,
19,45.0,USA_11,USA,6,G_0,,1.0,
19,45.0,USA_5,USA,1,A_0,,1.0,
19,45.0,BRA_14,BRA,Y,JS_0,,1.0,
19,45.0,BRA_18,BRA,8,D_0,,1.0,
19,45.0,BRA_1,BRA,5,G_0,,1.0,
19,45.0,BRA_9,BRA,1,A_0,,,1.0
26,40.0,FRA_1,FRA,1,B_0,,1.0,
26,40.0,FRA_9,FRA,1,D_0,1.0,,
26,40.0,USA_22,USA,2,D_0,,1.0,
26,40.0,USA_11,USA,6,G_0,,1.0,
26,40.0,USA_18,USA,1,A_0,,,1.0
26,40.0,FRA_9,FRA,5,R_0,,1.0,
26,40.0,FRA_6,FRA,2,G_0,,1.0,
26,40.0,FRA_12,FRA,3,A_0,,1.0,
26,40.0,USA_8,USA,Y,JS_0,,1.0,
26,40.0,USA_4,USA,1,B_0,,1.0,
26,40.0,USA_2,USA,FZ,D_0,,1.0,
26,40.0,USA_11,USA,6,G_0,,1.0,
26,40.0,USA_8,USA,3,A_0,,1.0,
17,22.0,JAP_12,JAP,5,D_0,1.0,,
17,22.0,JAP_2,JAP,5,R_0,,1.0,
17,22.0,JAP_8,JAP,6,G_0,,1.0,
17,22.0,JAP_7,JAP,3,A_0,,1.0,
17,22.0,FRA_1,FRA,Y,JS_0,,1.0,
17,22.0,FRA_4,FRA,3,B_0,,1.0,
17,22.0,FRA_11,FRA,6,D_0,,1.0,
17,22.0,FRA_19,FRA,5,G_0,,1.0,
17,22.0,FRA_4,FRA,3,A_0,,,1.0
17,34.0,FRA_19,FRA,7,R_0,1.0,,
17,34.0,JAP_12,JAP,M,JS_0,,,1.0
25,39.0,USA_22,USA,9,R_1,,1.0,
25,39.0,USA_11,USA,2,G_1,,1.0,
25,39.0,USA_2,USA,2,A_0,,,1.0
25,39.0,FRA_4,FRA,Y,JS_0,,1.0,
25,39.0,FRA_14,FRA,2,B_0,1.0,,
10,14.0,NED_18,NED,5,R_0,,1.0,
10,14.0,NED_2,NED,3,G_0,,1.0,
10,14.0,NED_12,NED,1,At_0,1.0,,
10,14.0,ITA_15,ITA,L,JS_0,,1.0,
10,14.0,ITA_6,ITA,3,B_0,,,1.0
14,40.0,ITA_5,ITA,L,JS_0,1.0,,
17,11.0,JAP_20,JAP,8,R_0,,1.0,
17,11.0,JAP_8,JAP,2,G_1,,1.0,
17,11.0,JAP_5,JAP,3,A_0,1.0,,
17,11.0,FRA_14,FRA,Y,JS_0,,1.0,
29,24.0,USA_5,USA,7,R_0,,1.0,
29,24.0,USA_22,USA,8,G_0,,1.0,
29,24.0,USA_5,USA,1,A_0,1.0,,
29,24.0,POL_20,POL,L,JS_0,,1.0,
29,24.0,POL_15,POL,3,B_0,,,1.0
6,45.0,FRA_9,FRA,5,R_0,,1.0,
6,45.0,FRA_11,FRA,5,G_0,,1.0,
6,45.0,FRA_17,FRA,1,A_0,,,1.0
6,45.0,ITA_5,ITA,L,JS_0,,1.0,
6,45.0,ITA_16,ITA,3,B_0,1.0,,
9,46.0,NED_18,NED,8,R_0,,1.0,
9,46.0,ITA_19,ITA,L,FS_0,,1.0,
